Page_no,Link_no,Address,Sold_price,List_price,Style,Bedrooms,Bathrooms,Sqft_min,Sqft_max,Latitude,Longitude,Postal_code,Added_at,Sold_at,Last_status,Link_path,Address_path,Link_num,Title,Type,Exterior,Basement,Parking,Kitchens,Lot_frontage,Lot_depth,Parking_included,Parking_spaces,Approx_age,Extras,Is_rental,Description,MLS,Neighbourhood,Link,Garage,Heat,Heating_fuel,AC
1,23,16 Silver Crt,997000.0,799900.0,house-detached,2,3,1100,1500,-79.8940149,43.3286414,L8B0H9,2021-02-11T20:35:17.913Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10509340-16-silver-crt-hamilton-on-l8b0h9,/hamilton-on-real-estate/16-silver-ct,23,"16 Silver Crt, Hamilton (X5112797) | Zoocasa",Detached,Brick,Finished and Full,4,1,45.01 feet,100 feet,True,4.0,,"Incl: Fridge, Stove, Microwave, Dishwasher, Washer, Dryer, Gazebo, Blinds, Light Fixtures, Wooden Shelves In Fruit Cellar, Shelving In Shed, 2 Bar Fridges",False,Beautiful Bungalow*Peaceful Quiet Crt*Min Walk From Heart Of Town*Sought After Village Of Waterdown*Over 2700sqft Living Space*Move-In Ready*Hrdwd Flrs*Lr Soaring Ceilings&Cozy Fp*Bright Eat-In Kitch*Staron Counters*Peninsula*Picture Window*Dbl Drs Leading To Deck W/Gazebo*Mature&Private Backyard*Versatile Dr(Or Den)*Master Boasting Dbl Closets&Ens*2nd Bed&Bath*Downstairs Huge Rec Rm*Wet Bar W/Bar Fridge*3rd Spacious Bed*Full Bath*Laundry*Loads Of Storage*,X5112797,Braeheid Survey,http://www.zoocasa.com//hamilton-on-real-estate/10509340-16-silver-crt-hamilton-on-l8b0h9,Attached,Forced Air,Gas,Central Air
1,24,281 Wilson St W,1251281.0,939900.0,house-detached,3,3,1100,1500,-79.999034,43.2105209,L9G3X8,2021-02-11T18:50:26.186Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10509220-281-wilson-st-w-hamilton-on-l9g3x8-vow,/hamilton-on-real-estate/281-wilson-st-w,24,"281 Wilson St W, Hamilton (X5112629) | Zoocasa",Detached,Brick,Full and Part Fin,9,1,75 feet,153.77 feet,True,9.0,31-50,"Fridge, Gasstove, B/I Dishwasher, B/I Micro, Washer/Dryer, Drying Rack & Fridge In Laundry Rm, All Elfs(Minus Excluded), Window Coverings, All Bthrm Mirrors, Ll Bthrm Tv+Bracket, Ll Recroom Tvbracket Only, Agdo+Remotes, Steel Gazebo, Shed",False,"Welcome To Beautiful Ancaster And The Amazing Mature Treed Parkview Heights Neighborhood!!! Incredibly Spacious Detached 4 Lvl Back Split With Walk Up From Lower Level, 3+2 Beds, Hardwoods Throughout And 3 Full Updated Baths.",X5112629,Parkview Heights,http://www.zoocasa.com//hamilton-on-real-estate/10509220-281-wilson-st-w-hamilton-on-l9g3x8-vow,Attached,Forced Air,Gas,Central Air
2,25,50 Main St,587100.0,484500.0,condo-lowrise,2,2,1200,1399,-79.9530078,43.2644692,L9H6P8,2021-02-11T18:38:23.284Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10509177-413-50-main-st-hamilton-on-l9h6p8,/hamilton-on-real-estate/413-50-main-st,25,"413 - 50 Main St, Hamilton (X5112599) | Zoocasa",Condo Apt,Brick,None,1,1,,,True,1.0,100+,"Inside Park#4, Gd Opener, Bike Storage & Storage Locker. Fujitsu Ductless Heat&Air 5 Yrs W/Rmt, Micro & Fan, Dshwshr, Fridge, Stove, Wshr/Dry, 2 Elec Fp W/1rmte, 2ceil Fans, All Elf'S, All Wdw Cov, 2bthrm Mirror. Excl: Tv & Wall Mount In Mb",False,"The ""Mainhattan"" Condo In Desirable Downtown Dundas. Walk To Shops & Restaurants. Nearby Conservation Area, Bruce Trail, Cycling Routes & Golf Courses. Award Winning Loft Style Bldg Has Historic Charm And A Stunning Roof Top Patio W/Panoramic Views. Let The Sun Shine In W/ Its 2 Storey Sw Facing Windows. This 4th Floor Loft Boasts 1238 Sq Ft, 2 Bdrms, Den, 1 1/2 Baths, In-Suite Laundry. Upgrades Incl. Mfcd Hardwood In Lrm, Crown Moulding, Stone Fp And More,",X5112599,Dundas,http://www.zoocasa.com//hamilton-on-real-estate/10509177-413-50-main-st-hamilton-on-l9h6p8,Surface,Heat Pump,Electric,Other
2,26,53 Cole St,745000.0,574900.0,house-semidetached,2,2,1100,1500,-79.90796689999999,43.3367126,L0R2H9,2021-02-11T17:36:02.693Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10509013-53-cole-st-hamilton-on-l0r2h9,/hamilton-on-real-estate/53-cole-st,26,"53 Cole St, Hamilton (X5112410) | Zoocasa",Semi-Detached,Alum Siding and Brick,Full and Unfinished,2,1,22.15 feet,100.7 feet,True,2.0,6-15,,False,"Beautiful Semi-Detached House Located In One Of The Best Locations In Waterdown! Close Distance To Shopping Plaza, Schools, Ymca And Parks. Updates Include Pot Lights On The Main Floor (2020), Island In The Kitchen With A Butcher Block (2019), New Baseboards On The Main Floor (2020) And Back Deck (2015). If You'Ve Been Thinking About Moving To Waterdown Then This Is Your Perfect Opportunity!",X5112410,Waterdown,http://www.zoocasa.com//hamilton-on-real-estate/10509013-53-cole-st-hamilton-on-l0r2h9,Attached,Forced Air,Gas,Central Air
2,27,45 Keith St,470000.0,349900.0,house-detached,3,1,700,1100,-79.8469728,43.2646738,L8L3S2,2021-02-11T16:35:43.414Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10508835-45-keith-st-hamilton-on-l8l3s2,/hamilton-on-real-estate/45-keith-st,27,"45 Keith St, Hamilton (X5112351) | Zoocasa",Detached,Vinyl Siding,Full and Unfinished,1,1,16.99 feet,70 feet,True,1.0,51-99,"Rental Items: Furnace, Hot Water Heater. Inclusions: Fridge/Stove, Dishwasher, Washer, All ""As Is"" Over The Stove Range Doesn'T Work",False,"Welcome To This Beautiful Bright And Spacious Home In Excellent Location. Minutes To Hamilton General Hospital. You'Ll Be Proud To Call This Home. Main Floor Has Large Dining Room, Oversized Functional Eat In Kitchen W/Door To Yard. Master Bedroom With Dressing Area/ Nursery. Easily Converted Back To 4 Bedrooms. Updated Bath, Some Flooring, Newer Shingles, Soffit Fascia & Eavestroughs.",X5112351,Industrial Sector A and Keith,http://www.zoocasa.com//hamilton-on-real-estate/10508835-45-keith-st-hamilton-on-l8l3s2,None,Forced Air,Gas,Central Air
2,28,52 Sherway St,731000.0,639000.0,house-attached,3,3,,,-79.76875729999999,43.2032402,L8J0J3,2021-02-11T16:36:25.079Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10508611-52-sherway-st-hamilton-on-l8j0j3,/hamilton-on-real-estate/52-sherway-st,28,"52 Sherway St, Hamilton (X5112177) | Zoocasa",Att/Row/Twnhouse,Brick and Stone,Full,3,1,20.01 feet,91.86 feet,True,3.0,,"All Elf'S, Window Coverings, California Shutters, S/S Fridge, S/S Stove, S/S Built In Dishwasher, Washer And Dryer, Driveway Coating (2020), Deck(2020),Hot Water Tank Rental. Ca/C,Gdo With Remote,Pot Lights,Freshly Painted.",False,"Beautiful,Excellent And Well Maintained Sun Filled 3 Bedrooms Freehold Townhome In High Demand Community. Easy Access To Qew Through Centennial Pkwy,Near To Eastgate Shopping Mall, Close To Park, Near To School,No Sidewalk. Spacious Living Room W/ High Grade Laminated Floor & Oak Stairs, Open Concept Kitchen With Center Island, Master Bedroom With Large Walk In Closet And Ensuite Washroom, Upstairs Laundry For Convenient, Other Bedrooms With Large Windows",X5112177,Gershome,http://www.zoocasa.com//hamilton-on-real-estate/10508611-52-sherway-st-hamilton-on-l8j0j3,Built-In,Forced Air,Gas,Central Air
2,29,125 Shoreview Pl,420000.0,419900.0,condo-highrise,1,1,500,599,-79.72066629999999,43.23862860000001,L8E6G4,2021-02-11T15:39:51.080Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10508411-338-125-shoreview-pl-hamilton-on-l8e6g4,/hamilton-on-real-estate/338-125-shoreview-pl,29,"338 - 125 Shoreview Pl, Hamilton (X5112116) | Zoocasa",Condo Apt,Stone and Stucco/Plaster,None,1,1,,,True,1.0,,"Inclusions: Fridge, Stove, Dishwasher, Washer, Dryer, Over The Range Microwave Oven  Exclusions: Tenant'S Belongings",False,1 Bedroom Condo At New Horizon'S Saphire Development In Stoney Creek On The Shores Of Lake Ontario. 1 Bedroom Unit Including Stainless Steel Appliances & Oversized Balcony. Beautiful Lakeside Close To New Go Station & Qew Highway Access. Minutes From Amenities. Rsa,X5112116,Community Beach,http://www.zoocasa.com//hamilton-on-real-estate/10508411-338-125-shoreview-pl-hamilton-on-l8e6g4,Undergrnd,Heat Pump,Grnd Srce,Central Air
2,30,422 Berkindale Dr,855000.0,749900.0,house-detached,3,2,1500,2000,-79.7455299,43.2253072,L8E3T8,2021-02-10T15:36:15.208Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10504975-422-berkindale-dr-hamilton-on-l8e3t8,/hamilton-on-real-estate/422-berkindale-dr,30,"422 Berkindale Dr, Hamilton (X5110448) | Zoocasa",Detached,Board/Batten and Brick,Full and Part Fin,5,1,58.93 feet,111.87 feet,True,5.0,16-30,"Incl: Stainless Steel Fridge, Stove, Microwave, Built-In Dishwasher, Washer, Gas Dryer, Central Vac And Attachments, All Elf'S, All Window Treatments (Exclude Drapes In Family Room). Automatic Garage Door Opener And Remote.",False,"Spacious 5 Level Backsplit In Immaculate Condition. Terrific East Hamilton Neighboorhood Steps To The Stoney Creek Border. Close To Shopping, Schools, Parks, Transit. Upgrades Include Roof Shingles,Eaves,Furnace,A/C (8-10 Yrs) And Two Luxurious Bathrooms ('15). Ground Family Room W/Hrdwd Flrs And Den W/Sliding Doors Leading To The Rear Yard. Large Eat-In Kitchen. Parquet Floors In Liv/Din Room And Bedrooms. Fin Basement W/Recroom And Extra Den/Bedroom.",X5110448,Riverdale East,http://www.zoocasa.com//hamilton-on-real-estate/10504975-422-berkindale-dr-hamilton-on-l8e3t8,Attached,Forced Air,Gas,Central Air
2,31,8 Crystal Crt,1005000.0,799900.0,house-detached,3,2,,,-79.9640557,43.2525673,L9H3X6,2021-02-09T21:51:14.075Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10503748-8-crystal-crt-hamilton-on-l9h3x6-vow,/hamilton-on-real-estate/8-crystal-ct,31,"8 Crystal Crt, Hamilton (X5109923) | Zoocasa",Detached,Stone and Vinyl Siding,Part Bsmt,4,1,50 feet,130 feet,True,4.0,51-99,"Outside Features A Low Maintenance Rain Garden W/ An Environmental Driveway, A Beautiful Patio, Hot Tub, & Loads Of Perennials. Updates Include Roof, Furnace (3 Yrs), 100 Amp Electrical, Windows, Fresh Paint Throughout, Gas Line For Bbq.",False,"Fabulous Dundas Court Location Just Minutes To The Rail Trail. This 3 Bedroom Backsplit Has Been Recently Renovated & Has A Bright & Airy Living Room, Gourmet Kitchen W/Oversized Quartz Island (Movable) Open To The Dining Space, & Double Patio Doors That Lead You To Your Backyard Oasis. The Interior Is Also Home To 3 Generous Sized Bedrooms, An Oversized Bathroom, A Main Floor Office, A Powder Room, A Finished Rec Room, Lower Level Laundry, & Lots Of Storage.",X5109923,Pleasant Valley,http://www.zoocasa.com//hamilton-on-real-estate/10503748-8-crystal-crt-hamilton-on-l9h3x6-vow,Attached,Forced Air,Gas,None
2,32,99 Panabaker Dr,776000.0,699900.0,townhouse,3,3,1400,1599,-79.9957091,43.2024347,L9G5E3,2021-02-09T20:39:26.514Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10502719-45-99-panabaker-dr-hamilton-on-l9g5e3,/hamilton-on-real-estate/45-99-panabaker-dr,32,"45 - 99 Panabaker Dr, Hamilton (X5109867) | Zoocasa",Condo Townhouse,Brick and Stone,Full,2,1,,,True,2.0,11-15,"Incl: Fridge, Stove, Dishwasher, Washer, Dryer Rental: Hot Water Heater",False,"Stunning Hand-Scraped Hrdwd Flrs Cover The Mn Flr & Soaring 9-Ft Ceilings. Kitchen Finished W/Quartz Countertops, Ss Appliances, & An Ro Water System. Lrg Living Area W/A Gas Fp. Upstairs Boasts 3 Generous Size Bdrms, 2 Full Bathrooms & Laundry Rm. Oversized Master W/Ensuite & Walk-In Closest W/Custom Closet Organizer. Finished Basement Note The Bathroom Rough-In. Enjoy Your Private Fenced In Backyard & Relax On A Composite Deck W/Pergola.",X5109867,Nakoma,http://www.zoocasa.com//hamilton-on-real-estate/10502719-45-99-panabaker-dr-hamilton-on-l9g5e3,Attached,Forced Air,Gas,Central Air
2,33,25 Castlefield Dr,683000.0,529900.0,house-detached,3,2,700,1100,-79.8316658,43.2248174,L8T3R1,2021-02-09T17:49:23.410Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10502450-25-castlefield-dr-hamilton-on-l8t3r1-vow,/hamilton-on-real-estate/25-castlefield-dr,33,"25 Castlefield Dr, Hamilton (X5109567) | Zoocasa",Detached,Brick,Finished and Full,4,1,47.01 feet,100 feet,True,4.0,51-99,Rental: Hot Water Heater.,False,"3+1 Bedroom Brick Bungalow Features Spacious Updated Kitchen/Large Living Rm, 4pc Bath & Hardwood Flrs. Separate Entrance Leads To A Well Kept Rec Rm W/A Bar & A Spare Room That Can Be Converted To A 4th Bedroom Or Office, 3 Pc Bath & Workshop. Large Lot, 4 Car Driveway, Fenced Yard, Shed. Large Walk-Out Deck Overlooking A Large Yard. Walking Distance To All Amenities, Parks, Rec Centre. This Home Is Located In A Quiet Friendly Family Neighbourhood. Rsa",X5109567,Hampton Heights,http://www.zoocasa.com//hamilton-on-real-estate/10502450-25-castlefield-dr-hamilton-on-l8t3r1-vow,None,Forced Air,Gas,Central Air
2,34,236 Fernwood Cres,685000.0,499900.0,house-detached,3,2,700,1100,-79.8322786,43.2207552,L8T3L6,2021-02-09T18:35:10.156Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10502449-236-fernwood-cres-hamilton-on-l8t3l6,/hamilton-on-real-estate/236-fernwood-cres,34,"236 Fernwood Cres, Hamilton (X5109551) | Zoocasa",Detached,Brick,Part Fin and Full,5,1,50 feet,100 feet,True,5.0,31-50,"Rental Items: Air Conditioner, Furnace, Hot Water Heater, Water Softener    Inclusions: Fridge, Stove, Dishwasher, Washer, Dryer, Microwave (Built-In), Electric Fireplace (Basement)  Exclusions: None.",False,"Wonderfully Situated Home On The Hamilton Mountain Sitting On A Spacious Lot. This Home Features 3+1 Bedrooms, 2 Full Bathrooms (Downstairs Bath Needs Vanity), And A Brightly Lit Basement. Separate Garage With A Driveway That Can Fit 4+ Cars. Within Walking Distance To Several Parks, Right By The Bus Route, And Close To Schools. Take Advantage Of This Well Priced Home And Put Your Own Spin On It!",X5109551,Hampton Heights,http://www.zoocasa.com//hamilton-on-real-estate/10502449-236-fernwood-cres-hamilton-on-l8t3l6,Detached,Forced Air,Gas,Central Air
2,35,203 Rothsay Ave,632000.0,490000.0,house-detached,4,2,1100,1500,-79.8270045,43.2375643,L8M3G6,2021-02-09T12:34:25.489Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10500572-203-rothsay-ave-hamilton-on-l8m3g6,/hamilton-on-real-estate/203-rothsay-ave,35,"203 Rothsay Ave, Hamilton (X5108626) | Zoocasa",Detached,Brick and Vinyl Siding,Unfinished and Sep Entrance,0,1,25 feet,100 feet,True,0.0,51-99,Please Be Advised That The Buyer Will Need To Do Their Own Due Diligence On Parking.,False,"Make This 4 Bedroom Detached Your Next Home Improvement Renovation Project. Great Location, Walk 2 Minutes To Gage Park. Lots Of Work Has Already Been Completed. Main Floor Bedroom & Full Bath Is Highly Sought After. Offers On Monday February 15 @ 1pm.",X5108626,Delta West,http://www.zoocasa.com//hamilton-on-real-estate/10500572-203-rothsay-ave-hamilton-on-l8m3g6,None,Forced Air,Gas,None
2,36,1396 Upper Ottawa St,540000.0,449900.0,townhouse,3,3,1000,1199,-79.8407256,43.19972240000001,L8W1R1,2021-02-05T20:53:38.157Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10495238-7-1396-upper-ottawa-st-hamilton-on-l8w1r1-vow,/hamilton-on-real-estate/7-1396-upper-ottawa-st,36,"7 - 1396 Upper Ottawa St, Hamilton (X5106276) | Zoocasa",Condo Townhouse,Brick and Vinyl Siding,Full,2,1,,,True,2.0,,"The Finished Basement Has Vinyl Flooring Throughout, Laundry And A Large Living Space.  Located Close To Highway Access Via The Red Hill And Linc, Shopping Centres, Restaurants, And All Amenities.",False,"Fully Renovated! Move-In Ready 3 Bedroom, 2.5 Bath Townhome. Beautifully Renovated, And Boasts An Eat-In Kitchen, Two Living Spaces And A 3 Piece Bathroom On The Open Concept Main Floor. The Upgraded Kitchen Has An Elevated Granite Breakfast Bar And Upgraded Fixtures, And Walks Out To The Recently Landscaped Backyard With New Cement Steps. The Show-Stopping Master Bedroom Includes A Features Wall And Spacious Closet.",X5106276,Quinndale,http://www.zoocasa.com//hamilton-on-real-estate/10495238-7-1396-upper-ottawa-st-hamilton-on-l8w1r1-vow,Attached,Forced Air,Gas,Central Air
2,37,91 Jerseyville Rd E,850000.0,899900.0,house-detached,3,2,1500,2000,-79.98363259999999,43.2206471,L9G1K3,2021-02-04T16:48:52.785Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10491428-91-jerseyville-rd-e-hamilton-on-l9g1k3-vow,/hamilton-on-real-estate/91-jerseyville-rd-e,37,"91 Jerseyville Rd E, Hamilton (X5104293) | Zoocasa",Detached,Wood and Board/Batten,Crawl Space,4,1,131 feet,150 feet,True,4.0,100+,"Kitchen Appliances As Viewed, Washer And Dryer",False,"Character Home Situated On A Large, Mature Lot In The Heart Of Ancaster Village. Walk To Schools, Parks & Trails, Library, Shops And All That Ancaster Has To Offer. Easy Highway Access For Commuters Too! Entertain All Year On The Covered Wrap Around Veranda, And Enjoy The Private, Park-Life Yard. 3 Upper Level Bedrooms, And Huge Master Closet With Potential For Ensuite. Lost Area Makes A Great Work From Home Office Space. Updated Plumbing, Wiring.",X5104293,Springvale,http://www.zoocasa.com//hamilton-on-real-estate/10491428-91-jerseyville-rd-e-hamilton-on-l9g1k3-vow,None,Forced Air,Gas,None
2,38,20 Lockman Dr,1400000.0,1449900.0,house-detached,4,4,2500,3000,-79.9450864,43.2111399,L9K0C1,2021-01-28T16:48:27.678Z,2021-02-16T04:00:00.000Z,Sld,/hamilton-on-real-estate/10474646-20-lockman-dr-hamilton-on-l9k0c1-vow,/hamilton-on-real-estate/20-lockman-dr,38,"20 Lockman Dr, Hamilton (X5096796) | Zoocasa",Detached,Brick and Stucco/Plaster,Finished and Full,4,1,45.01 feet,100 feet,True,4.0,6-15,"Inclusions: All Appliances, 2 Wine Fridges, Central Vac & Attachments, Garage Door Opener & Remotes, Window Coverings, All Light Fixtures",False,"Modern Luxury In This Custom Finished Home! Immaculate Details & Impressive Upgrades! Open Concept Design Thru-Out! Mudrm W/Entry From Garage. 9ft Ceilings, B/I Surround Sound, Custom B/I Closets Thru-Out! Main Flr W/Marble Flrs, Stone/Gas Fp, Pot Lights & Cabinetry Thru-Out. Euro Kitchen W/High End Appls, Lg Island & Wlk-In Pantry. 2nd Lvl Has 4brs, Master Oasis W/4pc Ensuite. Basement Includes 5th Br, 4pc Bath, Office, Recrm W/ Gas/Granite Fp & So Much More",X5096796,Falkirk West,http://www.zoocasa.com//hamilton-on-real-estate/10474646-20-lockman-dr-hamilton-on-l9k0c1-vow,Attached,Forced Air,Gas,Central Air
2,39,57 Lupo Dr,872600.0,799000.0,house-attached,3,4,1500,2000,-79.8860481,43.3483008,L8B0V3,2021-02-12T19:50:14.879Z,2021-02-15T04:00:00.000Z,Sld,/hamilton-on-real-estate/10512496-57-lupo-dr-hamilton-on-l8b0v3-vow,/hamilton-on-real-estate/57-lupo-dr,39,"57 Lupo Dr, Hamilton (X5114013) | Zoocasa",Att/Row/Twnhouse,Brick,Finished and Full,3,1,,,True,3.0,6-15,"Inclusions: Fridge, Stove, Built-In Dishwasher, Built-In Microwave, Washer & Dryer, All Electric Light Fixtures, All Window Coverings, Medicine Cabinet, White Cabinet & Heated Towel Rack In Ensuite & Garden Shed  Rental: Hot Water Tank",False,"Freehold Townhome On Quiet Cul De Sac With Open Concept Plan & Hardwood Floor On A Premium Private Deep Lot. Kitchen, Living & Dining Room With Bay Window, S/S Appliances, California Shutters & Gas Fireplace With Sliding Glass Door Walkout To Cedar Deck & Large Sunny Fenced Backyard. Master Bedroom With California Shutters, Walk-In Closet & 4-Piece Ensuite. 2 Additional Bedrooms, 4-Piece Main Bath & Laundry Room. Recreation Room. View The 3d Virtual Home Tour",X5114013,Waterdown North,http://www.zoocasa.com//hamilton-on-real-estate/10512496-57-lupo-dr-hamilton-on-l8b0v3-vow,Attached,Forced Air,Gas,Central Air
2,40,260 Celtic Dr,931500.0,849900.0,house-detached,3,3,1100,1500,-79.73711759999999,43.2289253,L8E2T9,2021-02-12T19:36:17.855Z,2021-02-15T04:00:00.000Z,Sld,/hamilton-on-real-estate/10512381-260-celtic-dr-hamilton-on-l8e2t9,/hamilton-on-real-estate/260-celtic-dr,40,"260 Celtic Dr, Hamilton (X5114092) | Zoocasa",Detached,Brick,Finished,3,1,57.74 feet,100 feet,True,3.0,51-99,"Fully-Finished Basement Is Flooded With Natural Light And Offers A Number Of Possibilities For Use. Income Potential With A Separate Entrance, Huge Living Area, Eat-In Kitchen, 3pc Bath, Bedroom W/ Egress Window And Huge Living Area.",False,Picture Perfect Raised Bungalow Backing Onto Eastdale Park And Eastdale Elementary School. This Beautifully Updated Home Has An Ideal Layout For Larger Families With An Open Concept Mainfloor Which Is A Great Space To Catch Up At The End Of The Day While A Masterpiece Is Made In The Huge And Well Appointed Kitchen. Rounding Out The Mainfloor Are Three Spacious Bedrooms And A Spa-Like Main Bath. The Primary Bedroom Offers A Walk-In Closet And Ensuite.,X5114092,Community Beach,http://www.zoocasa.com//hamilton-on-real-estate/10512381-260-celtic-dr-hamilton-on-l8e2t9,Attached,Forced Air,Gas,Central Air
2,41,157 Laurier Ave,765000.0,659900.0,house-detached,3,2,1100,1500,-79.8871259,43.2319196,L9C3S5,2021-02-11T18:50:26.284Z,2021-02-15T04:00:00.000Z,Sld,/hamilton-on-real-estate/10509221-157-laurier-ave-hamilton-on-l9c3s5-vow,/hamilton-on-real-estate/157-laurier-ave,41,"157 Laurier Ave, Hamilton (X5112638) | Zoocasa",Detached,Brick,Finished and Walk-Up,3,1,57 feet,105 feet,True,3.0,51-99,"Incl: Brand New Stainless Steel Fridge, Stove, Dishwasher & Range Vent; Washer Dryer.**Interboard Listing:  Hamilton - Burlington R. E. Assoc**",False,"Sharply Renovated 3.5 Level Backsplit In Prime Buchanan Park Location! Close To Great School And Mohawk College. Huge Window And Cathedral Ceiling In Lr/Dr Allows For Lots Of Natural Light. Grogeous Refinished Hardwood Floors, New Windows, Furnace/Central Air 2020 (Seller To Buy Out On Closing), Shingles 2013, Double Closet In Mbr & Ample Closets Thruout, Walk-Up From Family Room Tolovely Sun Room - All On A Beautiful Large Lot! Room Sizes Approx.",X5112638,Buchanan,http://www.zoocasa.com//hamilton-on-real-estate/10509221-157-laurier-ave-hamilton-on-l9c3s5-vow,None,Forced Air,Gas,Central Air
